ADJ VALUE,ADJ VALUE TOTAL,PLAYER,TEAM ABBV,POS,INJ RISK,TIER,VALUE,MPG,PTS,3PTM,TREB,AST,STL,BLK,FG%,FT%,nationality_1,archetype,height_feet,weight_lbs,wingspan_feet,overall,group_outside_scoring,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,group_athleticism,speed,agility,strength,vertical,stamina,hustle,overall_durability,group_inside_scoring,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,group_playmaking,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,group_defense,interior_defense,perimeter_defense,steal,block,help_defense_iq,pass_perception,defensive_consistency,group_rebounding,offensive_rebound,defensive_rebound,intangibles,potential,total_attributes,badge_deadeye,badge_limitless_range,badge_mini_marksman,badge_set_shot_specialist,badge_shifty_shooter,badge_aerial_wizard,badge_float_game,badge_hook_specialist,badge_layup_mixmaster,badge_paint_prodigy,badge_physical_finisher,badge_post_fade_phenom,badge_post_powerhouse,badge_post_up_poet,badge_posterizer,badge_rise_up,badge_ankle_assassin,badge_bail_out,badge_break_starter,badge_dimer,badge_handles_for_days,badge_lightning_launch,badge_strong_handle,badge_unpluckable,badge_versatile_visionary,badge_challenger,badge_glove,badge_high_flying_denier,badge_immovable_enforcer,badge_interceptor,badge_off_ball_pest,badge_on_ball_menace,badge_paint_patroller,badge_pick_dodger,badge_post_lockdown,badge_boxout_beast,badge_rebound_chaser,badge_brick_wall,badge_slippery_off_ball,badge_pogo_stick,season_salary,birthdate,hometown,prior_to_nba,salary
5.472915973,6.793054683,Rudy Gobert,MIN,C,M,C 7,0.09455684107,32,12.37958904,0.0,11.41794521,1.517945205,0.8536986301,1.253972603,0.679038893,0.6770082045,France,Defensive Anchor,"7'1""",245.0,"7'9""",88.0,65.0,70.0,63.0,25.0,62.0,98.0,70.0,73.0,48.0,65.0,87.0,57.0,90.0,85.0,81.0,75.0,79.0,95.0,75.0,70.0,58.0,70.0,70.0,85.0,43.0,68.0,35.0,25.0,58.0,31.0,79.0,97.0,64.0,36.0,91.0,97.0,74.0,95.0,88.0,81.0,95.0,70.0,88.0,2608.0,,,,,,gold,,,,,,,bronze,,bronze,gold,,,,,,,,,,gold,,silver,,,,,hof,,hof,gold,silver,gold,,silver,,,,France,
8.785556972,6.747975096,Kawhi Leonard,LAC,SF/PF,H,SF 2,0.5021278784,34,24.29883333,2.248333333,6.321166667,3.1605,1.653333333,0.6171666667,0.5040965934,0.8589946524,United States,2-Way Wing Creator,"6'7""",230.0,"7'3""",95.0,89.0,92.0,84.0,80.0,85.0,96.0,98.0,87.0,81.0,97.0,75.0,79.0,94.0,98.0,82.0,79.0,93.0,55.0,86.0,50.0,88.0,85.0,80.0,98.0,77.0,79.0,86.0,79.0,78.0,63.0,87.0,79.0,97.0,92.0,50.0,97.0,97.0,98.0,59.0,45.0,72.0,84.0,98.0,3070.0,gold,,,gold,bronze,bronze,silver,,silver,bronze,silver,,,,bronze,,,silver,,,,,,,,gold,hof,bronze,hof,gold,hof,hof,,gold,bronze,,,,,,,,,San Diego State,
5.467223112,6.651393391,Matas Buzelis,CHI,SF/PF,M,PF 6,0.06788318319,32,17.15383562,2.275205479,6.16,2.45,0.84,1.54,0.4753461956,0.8180039139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.551299989,6.627658552,Deni Avdija,POR,SF/PF,M,PF 4,-0.0720904162,32,20.98013699,2.197260274,8.092054795,4.517534247,1.022876712,0.407260274,0.4772941363,0.77198943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.42386078,6.587510358,Franz Wagner,ORL,SF/PF,M,SF 4,0.07560561526,34,20.98246575,1.61260274,5.761643836,3.817945205,1.10739726,0.2782191781,0.4854969053,0.8670057857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.448228671,6.575170853,Brandon Miller,CHA,SF/PF,H,SF 3,0.0705891488,34,21.5384375,3.87875,4.95828125,3.96671875,1.05828125,0.7103125,0.4205699749,0.8640044942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.290172145,6.562394134,Jalen Williams,OKC,SF/PF,M,SF 2,0.1951576777,32,22.20072464,1.762753623,5.032028986,4.76,1.36,0.475942029,0.4984387882,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.286064352,6.464361621,Paolo Banchero,ORL,PF/C,M,PF 5,-0.07798622999,35,26.39575342,1.920547945,7.860410959,4.71630137,0.7852054795,0.5716438356,0.4682295697,0.7550026397,United States,Shot-Creating 3-Level Threat,"6'10""",250.0,"7'1""",87.0,84.0,88.0,86.0,81.0,68.0,85.0,98.0,82.0,80.0,80.0,77.0,83.0,90.0,85.0,80.0,86.0,88.0,75.0,85.0,84.0,84.0,84.0,89.0,95.0,75.0,74.0,76.0,74.0,78.0,72.0,58.0,68.0,66.0,41.0,56.0,64.0,67.0,45.0,71.0,65.0,76.0,70.0,89.0,2846.0,bronze,,,bronze,silver,silver,bronze,,silver,bronze,gold,,silver,bronze,silver,silver,,,,,,,bronze,,,,,,,,,,,,,,,,bronze,gold,,,,Duke,
6.461150866,6.461764787,Scottie Barnes,TOR,SG/SF/PF,H,PF 3,0.08489048082,34,17.61764706,1.110588235,8.244264706,5.836617647,1.386176471,1.077205882,0.4629385702,0.7470064477,United States,2-Way 3-Level Shot Creator,"6'8""",225.0,"7'3""",86.0,86.0,83.0,88.0,79.0,73.0,95.0,95.0,84.0,82.0,82.0,74.0,92.0,88.0,90.0,80.0,76.0,86.0,80.0,80.0,60.0,62.0,62.0,84.0,95.0,77.0,77.0,79.0,77.0,80.0,72.0,75.0,80.0,80.0,49.0,76.0,80.0,78.0,85.0,66.0,60.0,71.0,90.0,90.0,2934.0,,,,,,,bronze,,bronze,,silver,,,,,,,,,,,silver,,,bronze,,,bronze,bronze,,bronze,bronze,,,bronze,,,,,bronze,,,,Florida State,
10.81752112,6.433777564,Joel Embiid,PHI,C,H,C 6,0.3136388365,30,25.13096154,1.112884615,8.5,4.661153846,0.8728846154,1.125,0.4874594998,0.8739987285,Cameroon,3-Level Scoring Paint Beast,"7'0""",250.0,"7'5""",95.0,87.0,95.0,94.0,78.0,86.0,70.0,98.0,80.0,69.0,68.0,95.0,69.0,95.0,90.0,73.0,92.0,89.0,90.0,80.0,94.0,94.0,94.0,96.0,98.0,68.0,68.0,57.0,62.0,82.0,71.0,78.0,92.0,68.0,57.0,82.0,94.0,64.0,90.0,82.0,70.0,94.0,98.0,95.0,3059.0,,,,bronze,,silver,,silver,,gold,gold,gold,gold,gold,,gold,,,silver,,,,,,,,,bronze,bronze,,,,gold,,gold,gold,bronze,gold,,silver,,,,Kansas,
5.023024927,6.254903136,Alexandre Sarr,WAS,C,M,C 7,-0.04563044144,31,17.35931507,1.792191781,7.916027397,3.259589041,0.7484931507,1.796027397,0.4358065803,0.729991466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.934806507,6.128204672,Pascal Siakam,IND,PF/C,M,PF 6,-0.07828452446,33,21.90178082,1.522876712,6.94369863,5.138356164,0.9080821918,0.4860273973,0.4932057432,0.723012381,Cameroon,2-Way 3-Level Scoring Threat,"6'9""",230.0,"7'3""",86.0,88.0,95.0,87.0,77.0,79.0,98.0,90.0,79.0,70.0,60.0,70.0,79.0,95.0,95.0,82.0,78.0,88.0,90.0,80.0,70.0,69.0,74.0,69.0,84.0,53.0,40.0,69.0,55.0,45.0,58.0,72.0,86.0,60.0,42.0,56.0,88.0,82.0,90.0,62.0,55.0,69.0,85.0,89.0,2770.0,,,,gold,,bronze,,,,,bronze,,,,,silver,,,,,,,,,,silver,,,,bronze,bronze,,,gold,silver,silver,,,,,,,,New Mexico State,
4.923404899,6.125481909,Nikola Vucevic,BOS,C,M,C 6,0.1347357968,30,16.76369863,1.488356164,9.909315068,3.281232877,0.852739726,0.7220547945,0.5058001412,0.806991385,Montenegro,3-Level Scoring Board Hunter,"7'0""",250.0,"7'5""",86.0,89.0,97.0,81.0,81.0,79.0,98.0,98.0,70.0,62.0,48.0,87.0,45.0,95.0,79.0,77.0,82.0,78.0,85.0,55.0,84.0,77.0,93.0,86.0,94.0,55.0,54.0,35.0,32.0,82.0,70.0,58.0,71.0,41.0,46.0,70.0,74.0,57.0,50.0,85.0,76.0,93.0,55.0,86.0,2671.0,,,,gold,,silver,,,,silver,,silver,gold,silver,,silver,,,,,,,,,,,,,,,,,,,,gold,,gold,,,,,,Southern California,
6.109126432,6.099003286,Ausar Thompson,DET,SF/PF,H,SF 5,0.1679583476,30,13.68485294,0.2582352941,6.565,3.2825,2.096911765,1.073088235,0.5234069858,0.6880104956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.849881881,5.977205104,Deandre Ayton,LAL,C,H,C 6,0.07055393422,32,15.43514706,0.09602941176,10.75794118,1.583970588,0.8655882353,0.9841176471,0.5788558767,0.7449690106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.861398618,5.914630812,O.G. Anunoby,NYK,SF/PF,H,PF 4,0.2106624141,35,19.01955882,2.431764706,4.62,2.382205882,1.510882353,0.8683823529,0.4765991769,0.8199896591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.99382243,5.800513913,Mark Williams,PHO,C,H,C 6,0.09763437998,28,14.36645161,0.02193548387,10.04854839,2.714193548,0.7682258065,1.194354839,0.6164926118,0.8010155822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.607781516,5.728809402,Ja Morant,MEM,PG,H,PG 4,0.02898627145,32,26.00233333,2.035666667,5.04,7.63,1.12,0.2786666667,0.4692991281,0.8090036075,United States,3-Level Scoring Playmaker,"6'3""",175.0,"6'7""",89.0,89.0,95.0,83.0,79.0,82.0,98.0,98.0,84.0,92.0,81.0,52.0,93.0,95.0,95.0,80.0,64.0,96.0,25.0,95.0,34.0,37.0,37.0,95.0,95.0,92.0,92.0,93.0,92.0,93.0,88.0,63.0,39.0,79.0,49.0,50.0,75.0,78.0,70.0,54.0,46.0,61.0,40.0,92.0,2774.0,,bronze,silver,bronze,bronze,gold,gold,,gold,,,,,,gold,,gold,gold,gold,silver,gold,gold,gold,gold,silver,,,gold,,,,,,,,,,,,gold,,,,Murray State,
5.528306578,5.659720707,De'Aaron Fox,SAS,PG/SG,M,PG 5,-0.008627287769,34,19.96029412,1.665441176,4.118235294,6.5025,1.228235294,0.4352941176,0.4544853998,0.8400163666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.441383159,5.629040417,Jordan Poole,NOR,PG/SG,H,PG 6,-0.09334095449,31,18.92558824,3.177794118,2.935294118,4.305147059,1.196323529,0.3261764706,0.4349202615,0.898990394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.830486262,5.626780072,Jalen Green,PHO,PG/SG,L,SG 5,-0.2115574453,35,21.57492958,2.86084507,5.053098592,5.125352113,0.8788732394,0.3573239437,0.4289676301,0.7899907432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.898790881,5.625002316,Trey Murphy,NOR,SF/PF,H,SF 4,0.1840518404,34,20.1730303,3.043939394,5.079393939,3.219393939,0.9953030303,0.6466666667,0.4681325362,0.8719810843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.876671522,5.564093688,Payton Pritchard,BOS,PG,M,PG 6,0.1652205087,32,18.70545455,4.053484848,4.738030303,4.943939394,0.8927272727,0.2053030303,0.4737907132,0.8480430528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.38226491,5.493901048,Onyeka Okongwu,ATL,C,M,C 8,0.05662989426,29,13.62369863,0.8856164384,8.356849315,2.13630137,0.937260274,0.8168493151,0.5645013591,0.79501687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.395660237,5.486546081,Toumani Camara,POR,SF/PF,M,SF 6,0.132935698,33,15.32684932,2.596575342,5.820410959,2.363424658,1.536986301,0.7030136986,0.4599027742,0.7309992028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.112366287,5.435159617,Mikal Bridges,NYK,SF/PF,L,SG 6,-0.1496740588,35,16.39185185,1.630617284,2.887530864,4.238641975,0.8708641975,0.5034567901,0.5025468922,0.856975675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.521196886,5.396950302,Kristaps Porzingis,ATL,PF/C,H,C 4,0.4051355442,30,22.16745455,2.597454545,7.8,2.21,0.7889090909,1.69,0.4702612237,0.8399963041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.528456426,5.336793984,Chet Holmgren,OKC,PF/C,H,PF 4,0.1827802809,30,16.75967742,1.498225806,8.287419355,2.248064516,0.7764516129,2.04,0.5159735204,0.7640105237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.176469399,5.309453694,Isaiah Hartenstein,OKC,C,H,C 8,0.01269481183,27,10.70441176,0.06294117647,9.466911765,3.4425,0.9116176471,1.095,0.5993335652,0.7009764036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.012971604,5.219123885,Donovan Clingan,POR,C,H,,-0.08936310865,28,11.54441176,0.3241176471,10.71,1.930147059,0.7363235294,1.785,0.5592303996,0.5790075939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.046177444,5.199374592,Desmond Bane,ORL,SG/SF,H,SG 4,0.04155161772,34,18.22661765,2.504852941,4.512058824,4.165,1.043235294,0.3466176471,0.4851081234,0.8879703886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.884352903,5.112573762,Dereck Lively II,DAL,C,H,,-0.003166420433,26,9.830147059,0.0,8.479852941,2.062352941,0.6613235294,1.633823529,0.7229965157,0.6719686491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.905319697,5.083204561,Zach LaVine,SAC,PG/SG,M,SG 7,-0.2061611424,35,21.29808219,2.802328767,3.427123288,3.281232877,0.6512328767,0.07328767123,0.4941289944,0.8480019734,United States,Walking Bucket,"6'6""",181.0,"6'8""",86.0,88.0,85.0,91.0,86.0,85.0,85.0,98.0,80.0,84.0,71.0,44.0,97.0,98.0,85.0,83.0,70.0,88.0,60.0,95.0,44.0,58.0,38.0,84.0,95.0,80.0,77.0,87.0,81.0,82.0,71.0,55.0,49.0,65.0,58.0,51.0,64.0,45.0,50.0,48.0,35.0,60.0,65.0,86.0,2680.0,bronze,bronze,,bronze,gold,bronze,silver,,silver,,silver,,,,gold,,,bronze,,,,silver,,,,,,,,,,,,,,,,,bronze,bronze,,,,UCLA,
4.828888051,4.954996581,Julius Randle,MIN,PF/C,H,PF 6,-0.155260714,33,19.18367647,1.692794118,7.418823529,5.376911765,0.7547058824,0.2707352941,0.4872839302,0.7969890806,United States,3-Level Scoring Threat,"6'9""",250.0,"7'0""",83.0,84.0,85.0,75.0,78.0,73.0,97.0,98.0,81.0,66.0,72.0,87.0,69.0,95.0,95.0,84.0,82.0,88.0,85.0,80.0,79.0,60.0,79.0,89.0,95.0,65.0,55.0,72.0,60.0,74.0,62.0,56.0,67.0,50.0,38.0,56.0,69.0,52.0,60.0,71.0,62.0,80.0,55.0,83.0,2724.0,,,,,,silver,bronze,,bronze,,gold,,bronze,,,bronze,,,,,,,,,,,,,,,,,,,,bronze,,silver,,,,,,Kentucky,
3.705105292,4.822475937,Reed Sheppard,HOU,PG/SG,M,PG 8,-0.11362822,27,12.0860274,2.369178082,3.232191781,4.204109589,1.533972603,0.6364383562,0.4095887108,0.8097715736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.032911559,4.798158425,Miles Bridges,CHA,SF/PF,M,PF 6,-0.01658027639,33,19.04181818,2.304393939,7.287575758,3.712575758,0.6933333333,0.751969697,0.4434765261,0.8550072496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.67837218,4.699501389,Kevin Porter Jr.,MIL,PG/SG,M,PG 7,-0.2381785072,28,15.55054795,1.144246575,5.184657534,5.656027397,1.178356164,0.1716438356,0.461767497,0.8099884338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.410378683,4.468173797,Ty Jerome,MEM,SG,M,,-0.1624737909,25,14.34821918,1.683287671,3.117123288,4.648493151,1.252054795,0.05479452055,0.4769322799,0.8690001638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.358598892,4.40206978,Tobias Harris,DET,PF,M,PF 8,-0.01112801516,31,14.26657534,1.40739726,5.544520548,2.021917808,1.10890411,0.7175342466,0.5009117547,0.8510001198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.870587528,4.349094349,Tyler Herro,MIA,PG/SG,H,SG 4,0.1918746802,34,22.76320755,2.385660377,4.789811321,5.553396226,1.039811321,0.2779245283,0.4832008588,0.8899843922,United States,Shot-Creating 3-Level Threat,"6'5""",195.0,"6'3""",83.0,90.0,93.0,78.0,85.0,93.0,90.0,98.0,74.0,79.0,70.0,59.0,72.0,85.0,75.0,80.0,62.0,86.0,30.0,60.0,37.0,55.0,48.0,84.0,95.0,78.0,79.0,83.0,74.0,84.0,69.0,53.0,46.0,69.0,38.0,42.0,65.0,60.0,50.0,50.0,31.0,68.0,75.0,88.0,2573.0,bronze,bronze,,,silver,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,,,
3.899285334,4.144161443,Neemias Queta,BOS,PF/C,H,C 8,-0.113108056,24,10.52926471,0.08647058824,8.24,1.647941176,0.6486764706,1.351911765,0.6202505263,0.7600185161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.024709599,4.138891481,Shaedon Sharpe,POR,SG/SF,H,SG 5,-0.1231129374,32,22.60882353,2.518382353,5.167941176,3.263970588,0.9547058824,0.2035294118,0.4674980321,0.7880083524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.828491108,4.07213992,Kel'el Ware,MIA,PF/C,H,C 7,-0.0001551037708,26,12.935,0.7486764706,9.555,1.327058824,0.6975,1.212647059,0.5659459785,0.6809848552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.951412871,3.936817838,DeMar DeRozan,SAC,SF,M,,-0.1795624801,35,21.8369863,1.238767123,3.864520548,4.229178082,0.5071232877,0.3663013699,0.4623049008,0.8399942736,United States,2-Way Inside-The-Arc Menace,"6'7""",220.0,"6'9""",89.0,90.0,98.0,96.0,65.0,84.0,98.0,98.0,82.0,81.0,83.0,48.0,88.0,98.0,85.0,91.0,78.0,96.0,55.0,90.0,40.0,78.0,74.0,97.0,94.0,79.0,78.0,81.0,83.0,79.0,75.0,61.0,40.0,78.0,61.0,35.0,74.0,73.0,65.0,50.0,40.0,60.0,68.0,89.0,2816.0,silver,,,silver,,bronze,gold,,gold,,gold,,,,gold,,,gold,,,,silver,,,,,,,,,,,,,,,,,,,,,,Southern California,
3.020368333,3.849228612,Cason Wallace,OKC,PG/SG,M,,0.002705591028,29,10.3590411,1.287808219,3.204520548,2.773150685,1.899041096,0.4330136986,0.5052855167,0.7979581755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.679319884,3.77123206,Christian Braun,DEN,SG/SF,M,SG 6,-0.07398250093,32,14.08739726,1.074246575,5.05,3.164657534,0.8753424658,0.3406849315,0.5515264815,0.8339929888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.532997719,3.756701434,Cam Johnson,DEN,SF/PF,H,SF 6,-0.02435069524,32,15.83882353,2.806764706,4.578676471,2.558676471,1.015441176,0.4695588235,0.4654918503,0.8750078003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.638539598,3.746959592,John Collins,LAC,PF/C,M,,-0.1991740902,27,14.60136986,1.052465753,6.001917808,1.145753425,0.6001369863,0.7093150685,0.5574534576,0.8239850427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.834636886,3.612791424,Paul George,PHI,SG/SF/PF,H,PF 5,0.08509191468,32,16.80793103,2.480689655,5.066724138,3.940862069,1.656206897,0.5356896552,0.4482907246,0.8449917898,United States,2-Way Inside-Out ISO Creator,"6'9""",220.0,"6'11""",93.0,86.0,72.0,79.0,84.0,84.0,98.0,98.0,87.0,79.0,94.0,65.0,88.0,97.0,90.0,93.0,75.0,90.0,55.0,85.0,40.0,74.0,78.0,84.0,95.0,77.0,78.0,86.0,79.0,75.0,66.0,85.0,79.0,95.0,89.0,50.0,94.0,92.0,95.0,59.0,43.0,75.0,84.0,93.0,2995.0,silver,silver,,silver,silver,silver,silver,,silver,,gold,,,,bronze,,,silver,,,,silver,,,,gold,silver,silver,gold,gold,gold,gold,,gold,,,,,bronze,,,,,Fresno State,
4.779197097,3.611099723,Brandon Ingram,TOR,SG/SF/PF,H,SF 6,-0.1240730648,33,21.76032787,2.000819672,5.523442623,4.74442623,0.7081967213,0.566557377,0.4685974038,0.8369941725,United States,Shot-Creating 3-Level Threat,"6'7""",190.0,"7'3""",85.0,90.0,85.0,85.0,84.0,87.0,98.0,98.0,74.0,71.0,72.0,42.0,77.0,89.0,80.0,85.0,71.0,82.0,65.0,75.0,64.0,76.0,62.0,60.0,80.0,77.0,75.0,78.0,70.0,90.0,70.0,59.0,61.0,69.0,41.0,57.0,75.0,68.0,40.0,58.0,47.0,68.0,83.0,88.0,2697.0,silver,bronze,,,silver,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,,Duke,
2.579363071,3.586849279,Herb Jones,NOR,SF/PF,M,SG 7,-0.136450725,33,10.25287671,1.004931507,4.02739726,3.062328767,1.737671233,0.5550684932,0.4533602946,0.8450280399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.611436549,3.535072406,Josh Hart,NYK,SG/SF/PF,M,,-0.123907759,32,11.53958904,0.9084931507,7.26,4.553972603,1.187945205,0.2676712329,0.4942729008,0.74302717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.356696621,3.521534435,Andrew Wiggins,MIA,SG/SF,H,SF 6,-0.187404732,32,17.98088235,2.145294118,4.769264706,3.266617647,1.053529412,0.8448529412,0.4498351439,0.7589874781,Canada,High Flyer,"6'8""",199.0,"7'0""",83.0,84.0,72.0,84.0,79.0,76.0,96.0,98.0,82.0,81.0,82.0,48.0,98.0,98.0,85.0,83.0,71.0,82.0,40.0,95.0,45.0,77.0,55.0,84.0,89.0,66.0,70.0,76.0,76.0,69.0,41.0,63.0,62.0,69.0,61.0,45.0,72.0,75.0,60.0,46.0,44.0,47.0,55.0,85.0,2654.0,,,,,,silver,,,,,gold,,,,,,,,,,,silver,,,,,,silver,,,,,,,,,,,,,,,,Kansas,
3.248779977,3.39060087,Andrew Nembhard,IND,PG/SG,H,PG 8,-0.1994344044,32,14.14367647,1.555882353,3.501323529,7.07,1.077352941,0.1997058824,0.447896108,0.822995959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
